date,is_festive_season,festival_name,harvest_season_type
2024_06_22,0,None,Zaid Lean Season
2024_06_23,0,None,Zaid Lean Season
2024_06_24,0,None,Zaid Lean Season
2024_06_25,0,None,Zaid Lean Season
2024_06_26,0,None,Zaid Lean Season
2024_06_27,0,None,Zaid Lean Season
2024_06_28,0,None,Zaid Lean Season
2024_06_29,0,None,Zaid Lean Season
2024_06_30,0,None,Zaid Lean Season
2024_07_01,0,None,Zaid Lean Season
2024_07_02,0,None,Zaid Lean Season
2024_07_03,0,None,Zaid Lean Season
2024_07_04,0,None,Zaid Lean Season
2024_07_05,0,None,Zaid Lean Season
2024_07_06,0,None,Zaid Lean Season
2024_07_07,0,None,Zaid Lean Season
2024_07_08,0,None,Zaid Lean Season
2024_07_09,0,None,Zaid Lean Season
2024_07_10,0,None,Zaid Lean Season
2024_07_11,0,None,Zaid Lean Season
2024_07_12,0,None,Zaid Lean Season
2024_07_13,0,None,Zaid Lean Season
2024_07_14,0,None,Zaid Lean Season
2024_07_15,0,None,Zaid Lean Season
2024_07_16,0,None,Zaid Lean Season
2024_07_17,1,Muharram,Zaid Lean Season
2024_07_18,0,None,Zaid Lean Season
2024_07_19,0,None,Zaid Lean Season
2024_07_20,0,None,Zaid Lean Season
2024_07_21,0,None,Zaid Lean Season
2024_07_22,0,None,Zaid Lean Season
2024_07_23,0,None,Zaid Lean Season
2024_07_24,0,None,Zaid Lean Season
2024_07_25,0,None,Zaid Lean Season
2024_07_26,0,None,Zaid Lean Season
2024_07_27,0,None,Zaid Lean Season
2024_07_28,0,None,Zaid Lean Season
2024_07_29,0,None,Zaid Lean Season
2024_07_30,0,None,Zaid Lean Season
2024_07_31,0,None,Zaid Lean Season
2024_08_01,0,None,Zaid Lean Season
2024_08_02,0,None,Zaid Lean Season
2024_08_03,0,None,Zaid Lean Season
2024_08_04,0,None,Zaid Lean Season
2024_08_05,0,None,Zaid Lean Season
2024_08_06,0,None,Zaid Lean Season
2024_08_07,0,None,Zaid Lean Season
2024_08_08,0,None,Zaid Lean Season
2024_08_09,0,None,Zaid Lean Season
2024_08_10,0,None,Zaid Lean Season
2024_08_11,0,None,Zaid Lean Season
2024_08_12,0,None,Zaid Lean Season
2024_08_13,0,None,Zaid Lean Season
2024_08_14,0,None,Zaid Lean Season
2024_08_15,1,Independence Day,Zaid Lean Season
2024_08_16,0,None,Zaid Lean Season
2024_08_17,0,None,Zaid Lean Season
2024_08_18,0,None,Zaid Lean Season
2024_08_19,0,None,Zaid Lean Season
2024_08_20,0,None,Zaid Lean Season
2024_08_21,0,None,Zaid Lean Season
2024_08_22,0,None,Zaid Lean Season
2024_08_23,0,None,Zaid Lean Season
2024_08_24,0,None,Zaid Lean Season
2024_08_25,0,None,Zaid Lean Season
2024_08_26,1,Janmashtami (Vaishnava),Zaid Lean Season
2024_08_27,0,None,Zaid Lean Season
2024_08_28,0,None,Zaid Lean Season
2024_08_29,0,None,Zaid Lean Season
2024_08_30,0,None,Zaid Lean Season
2024_08_31,0,None,Zaid Lean Season
2024_09_01,1,None,Kharif Harvest
2024_09_02,1,None,Kharif Harvest
2024_09_03,1,None,Kharif Harvest
2024_09_04,1,None,Kharif Harvest
2024_09_05,1,None,Kharif Harvest
2024_09_06,1,None,Kharif Harvest
2024_09_07,1,None,Kharif Harvest
2024_09_08,1,None,Kharif Harvest
2024_09_09,1,None,Kharif Harvest
2024_09_10,1,None,Kharif Harvest
2024_09_11,1,None,Kharif Harvest
2024_09_12,1,None,Kharif Harvest
2024_09_13,1,None,Kharif Harvest
2024_09_14,1,None,Kharif Harvest
2024_09_15,1,None,Kharif Harvest
2024_09_16,1,Milad-un-Nabi,Kharif Harvest
2024_09_17,1,None,Kharif Harvest
2024_09_18,1,None,Kharif Harvest
2024_09_19,1,None,Kharif Harvest
2024_09_20,1,None,Kharif Harvest
2024_09_21,1,None,Kharif Harvest
2024_09_22,1,None,Kharif Harvest
2024_09_23,1,None,Kharif Harvest
2024_09_24,1,None,Kharif Harvest
2024_09_25,1,None,Kharif Harvest
2024_09_26,1,None,Kharif Harvest
2024_09_27,1,None,Kharif Harvest
2024_09_28,1,None,Kharif Harvest
2024_09_29,1,None,Kharif Harvest
2024_09_30,1,None,Kharif Harvest
2024_10_01,1,None,Kharif Harvest
2024_10_02,1,Mahatma Gandhi's Jayanti,Kharif Harvest
2024_10_03,1,None,Kharif Harvest
2024_10_04,1,None,Kharif Harvest
2024_10_05,1,None,Kharif Harvest
2024_10_06,1,None,Kharif Harvest
2024_10_07,1,None,Kharif Harvest
2024_10_08,1,None,Kharif Harvest
2024_10_09,1,None,Kharif Harvest
2024_10_10,1,None,Kharif Harvest
2024_10_11,1,None,Kharif Harvest
2024_10_12,1,Dussehra,Kharif Harvest
2024_10_13,1,None,Kharif Harvest
2024_10_14,1,None,Kharif Harvest
2024_10_15,1,None,Kharif Harvest
2024_10_16,1,None,Kharif Harvest
2024_10_17,1,None,Kharif Harvest
2024_10_18,1,None,Kharif Harvest
2024_10_19,1,None,Kharif Harvest
2024_10_20,1,None,Kharif Harvest
2024_10_21,1,None,Kharif Harvest
2024_10_22,1,None,Kharif Harvest
2024_10_23,1,None,Kharif Harvest
2024_10_24,1,None,Kharif Harvest
2024_10_25,1,None,Kharif Harvest
2024_10_26,1,None,Kharif Harvest
2024_10_27,1,None,Kharif Harvest
2024_10_28,1,None,Kharif Harvest
2024_10_29,1,None,Kharif Harvest
2024_10_30,1,None,Kharif Harvest
2024_10_31,1,Diwali (Deepavali),Kharif Harvest
2024_11_01,1,None,Kharif Harvest
2024_11_02,1,None,Kharif Harvest
2024_11_03,1,None,Kharif Harvest
2024_11_04,1,None,Kharif Harvest
2024_11_05,1,None,Kharif Harvest
2024_11_06,1,None,Kharif Harvest
2024_11_07,1,None,Kharif Harvest
2024_11_08,1,None,Kharif Harvest
2024_11_09,1,None,Kharif Harvest
2024_11_10,1,None,Kharif Harvest
2024_11_11,1,None,Kharif Harvest
2024_11_12,1,None,Kharif Harvest
2024_11_13,1,None,Kharif Harvest
2024_11_14,1,None,Kharif Harvest
2024_11_15,1,Guru Nanak's Jayanti,Kharif Harvest
2024_11_16,1,None,Kharif Harvest
2024_11_17,1,None,Kharif Harvest
2024_11_18,1,None,Kharif Harvest
2024_11_19,1,None,Kharif Harvest
2024_11_20,1,None,Kharif Harvest
2024_11_21,1,None,Kharif Harvest
2024_11_22,1,None,Kharif Harvest
2024_11_23,1,None,Kharif Harvest
2024_11_24,1,None,Kharif Harvest
2024_11_25,1,None,Kharif Harvest
2024_11_26,1,None,Kharif Harvest
2024_11_27,1,None,Kharif Harvest
2024_11_28,1,None,Kharif Harvest
2024_11_29,1,None,Kharif Harvest
2024_11_30,1,None,Kharif Harvest
2024_12_01,0,None,Zaid Lean Season
2024_12_02,0,None,Zaid Lean Season
2024_12_03,0,None,Zaid Lean Season
2024_12_04,0,None,Zaid Lean Season
2024_12_05,0,None,Zaid Lean Season
2024_12_06,0,None,Zaid Lean Season
2024_12_07,0,None,Zaid Lean Season
2024_12_08,0,None,Zaid Lean Season
2024_12_09,0,None,Zaid Lean Season
2024_12_10,0,None,Zaid Lean Season
2024_12_11,0,None,Zaid Lean Season
2024_12_12,0,None,Zaid Lean Season
2024_12_13,0,None,Zaid Lean Season
2024_12_14,0,None,Zaid Lean Season
2024_12_15,0,None,Zaid Lean Season
2024_12_16,0,None,Zaid Lean Season
2024_12_17,0,None,Zaid Lean Season
2024_12_18,0,None,Zaid Lean Season
2024_12_19,0,None,Zaid Lean Season
2024_12_20,0,None,Zaid Lean Season
2024_12_21,0,None,Zaid Lean Season
2024_12_22,0,None,Zaid Lean Season
2024_12_23,0,None,Zaid Lean Season
2024_12_24,0,None,Zaid Lean Season
2024_12_25,1,Christmas,Zaid Lean Season
2024_12_26,0,None,Zaid Lean Season
2024_12_27,0,None,Zaid Lean Season
2024_12_28,0,None,Zaid Lean Season
2024_12_29,0,None,Zaid Lean Season
2024_12_30,0,None,Zaid Lean Season
2024_12_31,0,None,Zaid Lean Season
2025_01_01,0,None,Zaid Lean Season
2025_01_02,0,None,Zaid Lean Season
2025_01_03,0,None,Zaid Lean Season
2025_01_04,0,None,Zaid Lean Season
2025_01_05,0,None,Zaid Lean Season
2025_01_06,0,None,Zaid Lean Season
2025_01_07,0,None,Zaid Lean Season
2025_01_08,0,None,Zaid Lean Season
2025_01_09,0,None,Zaid Lean Season
2025_01_10,0,None,Zaid Lean Season
2025_01_11,0,None,Zaid Lean Season
2025_01_12,0,None,Zaid Lean Season
2025_01_13,0,None,Zaid Lean Season
2025_01_14,0,None,Zaid Lean Season
2025_01_15,0,None,Zaid Lean Season
2025_01_16,0,None,Zaid Lean Season
2025_01_17,0,None,Zaid Lean Season
2025_01_18,0,None,Zaid Lean Season
2025_01_19,0,None,Zaid Lean Season
2025_01_20,0,None,Zaid Lean Season
2025_01_21,0,None,Zaid Lean Season
2025_01_22,0,None,Zaid Lean Season
2025_01_23,0,None,Zaid Lean Season
2025_01_24,0,None,Zaid Lean Season
2025_01_25,0,None,Zaid Lean Season
2025_01_26,1,Republic Day,Zaid Lean Season
2025_01_27,0,None,Zaid Lean Season
2025_01_28,0,None,Zaid Lean Season
2025_01_29,0,None,Zaid Lean Season
2025_01_30,0,None,Zaid Lean Season
2025_01_31,0,None,Zaid Lean Season
2025_02_01,0,None,Zaid Lean Season
2025_02_02,0,None,Zaid Lean Season
2025_02_03,0,None,Zaid Lean Season
2025_02_04,0,None,Zaid Lean Season
2025_02_05,0,None,Zaid Lean Season
2025_02_06,0,None,Zaid Lean Season
2025_02_07,0,None,Zaid Lean Season
2025_02_08,0,None,Zaid Lean Season
2025_02_09,0,None,Zaid Lean Season
2025_02_10,0,None,Zaid Lean Season
2025_02_11,0,None,Zaid Lean Season
2025_02_12,0,None,Zaid Lean Season
2025_02_13,0,None,Zaid Lean Season
2025_02_14,0,None,Zaid Lean Season
2025_02_15,0,None,Zaid Lean Season
2025_02_16,0,None,Zaid Lean Season
2025_02_17,0,None,Zaid Lean Season
2025_02_18,0,None,Zaid Lean Season
2025_02_19,0,None,Zaid Lean Season
2025_02_20,0,None,Zaid Lean Season
2025_02_21,0,None,Zaid Lean Season
2025_02_22,0,None,Zaid Lean Season
2025_02_23,0,None,Zaid Lean Season
2025_02_24,0,None,Zaid Lean Season
2025_02_25,0,None,Zaid Lean Season
2025_02_26,1,Maha Shivaratri,Zaid Lean Season
2025_02_27,0,None,Zaid Lean Season
2025_02_28,0,None,Zaid Lean Season
2025_03_01,0,None,Rabi Harvest
2025_03_02,0,None,Rabi Harvest
2025_03_03,0,None,Rabi Harvest
2025_03_04,0,None,Rabi Harvest
2025_03_05,0,None,Rabi Harvest
2025_03_06,0,None,Rabi Harvest
2025_03_07,0,None,Rabi Harvest
2025_03_08,0,None,Rabi Harvest
2025_03_09,0,None,Rabi Harvest
2025_03_10,0,None,Rabi Harvest
2025_03_11,0,None,Rabi Harvest
2025_03_12,0,None,Rabi Harvest
2025_03_13,0,None,Rabi Harvest
2025_03_14,1,Holi,Rabi Harvest
2025_03_15,0,None,Rabi Harvest
2025_03_16,0,None,Rabi Harvest
2025_03_17,0,None,Rabi Harvest
2025_03_18,0,None,Rabi Harvest
2025_03_19,0,None,Rabi Harvest
2025_03_20,0,None,Rabi Harvest
2025_03_21,0,None,Rabi Harvest
2025_03_22,0,None,Rabi Harvest
2025_03_23,0,None,Rabi Harvest
2025_03_24,0,None,Rabi Harvest
2025_03_25,0,None,Rabi Harvest
2025_03_26,0,None,Rabi Harvest
2025_03_27,0,None,Rabi Harvest
2025_03_28,0,None,Rabi Harvest
2025_03_29,0,None,Rabi Harvest
2025_03_30,0,None,Rabi Harvest
2025_03_31,1,Id-ul-Fitr,Rabi Harvest
2025_04_01,0,None,Rabi Harvest
2025_04_02,0,None,Rabi Harvest
2025_04_03,0,None,Rabi Harvest
2025_04_04,0,None,Rabi Harvest
2025_04_05,0,None,Rabi Harvest
2025_04_06,0,None,Rabi Harvest
2025_04_07,0,None,Rabi Harvest
2025_04_08,0,None,Rabi Harvest
2025_04_09,0,None,Rabi Harvest
2025_04_10,1,Mahavir Jayanti,Rabi Harvest
2025_04_11,0,None,Rabi Harvest
2025_04_12,0,None,Rabi Harvest
2025_04_13,0,None,Rabi Harvest
2025_04_14,1,Dr. B. R. Ambedkar's Jayanti,Rabi Harvest
2025_04_15,0,None,Rabi Harvest
2025_04_16,0,None,Rabi Harvest
2025_04_17,0,None,Rabi Harvest
2025_04_18,1,Good Friday,Rabi Harvest
2025_04_19,0,None,Rabi Harvest
2025_04_20,0,None,Rabi Harvest
2025_04_21,0,None,Rabi Harvest
2025_04_22,0,None,Rabi Harvest
2025_04_23,0,None,Rabi Harvest
2025_04_24,0,None,Rabi Harvest
2025_04_25,0,None,Rabi Harvest
2025_04_26,0,None,Rabi Harvest
2025_04_27,0,None,Rabi Harvest
2025_04_28,0,None,Rabi Harvest
2025_04_29,0,None,Rabi Harvest
2025_04_30,0,None,Rabi Harvest
2025_05_01,0,None,Rabi Harvest
2025_05_02,0,None,Rabi Harvest
2025_05_03,0,None,Rabi Harvest
2025_05_04,0,None,Rabi Harvest
2025_05_05,0,None,Rabi Harvest
2025_05_06,0,None,Rabi Harvest
2025_05_07,0,None,Rabi Harvest
2025_05_08,0,None,Rabi Harvest
2025_05_09,0,None,Rabi Harvest
2025_05_10,0,None,Rabi Harvest
2025_05_11,0,None,Rabi Harvest
2025_05_12,1,Buddha Purnima,Rabi Harvest
2025_05_13,0,None,Rabi Harvest
2025_05_14,0,None,Rabi Harvest
2025_05_15,0,None,Rabi Harvest
2025_05_16,0,None,Rabi Harvest
2025_05_17,0,None,Rabi Harvest
2025_05_18,0,None,Rabi Harvest
2025_05_19,0,None,Rabi Harvest
2025_05_20,0,None,Rabi Harvest
2025_05_21,0,None,Rabi Harvest
2025_05_22,0,None,Rabi Harvest
2025_05_23,0,None,Rabi Harvest
2025_05_24,0,None,Rabi Harvest
2025_05_25,0,None,Rabi Harvest
2025_05_26,0,None,Rabi Harvest
2025_05_27,0,None,Rabi Harvest
2025_05_28,0,None,Rabi Harvest
2025_05_29,0,None,Rabi Harvest
2025_05_30,0,None,Rabi Harvest
2025_05_31,0,None,Rabi Harvest
2025_06_01,0,None,Zaid Lean Season
2025_06_02,0,None,Zaid Lean Season
2025_06_03,0,None,Zaid Lean Season
2025_06_04,0,None,Zaid Lean Season
2025_06_05,0,None,Zaid Lean Season
2025_06_06,0,None,Zaid Lean Season
2025_06_07,1,Id-ul-Zuha (Bakrid),Zaid Lean Season
2025_06_08,0,None,Zaid Lean Season
2025_06_09,0,None,Zaid Lean Season
2025_06_10,0,None,Zaid Lean Season
2025_06_11,0,None,Zaid Lean Season
2025_06_12,0,None,Zaid Lean Season
2025_06_13,0,None,Zaid Lean Season
2025_06_14,0,None,Zaid Lean Season
2025_06_15,0,None,Zaid Lean Season
2025_06_16,0,None,Zaid Lean Season
2025_06_17,0,None,Zaid Lean Season
2025_06_18,0,None,Zaid Lean Season
2025_06_19,0,None,Zaid Lean Season
2025_06_20,0,None,Zaid Lean Season
2025_06_21,0,None,Zaid Lean Season
2025_06_22,0,None,Zaid Lean Season
2025_06_23,0,None,Zaid Lean Season
2025_06_24,0,None,Zaid Lean Season
2025_06_25,0,None,Zaid Lean Season
2025_06_26,0,None,Zaid Lean Season
2025_06_27,0,None,Zaid Lean Season
2025_06_28,0,None,Zaid Lean Season
2025_06_29,0,None,Zaid Lean Season
2025_06_30,0,None,Zaid Lean Season
2025_07_01,0,None,Zaid Lean Season
2025_07_02,0,None,Zaid Lean Season
2025_07_03,0,None,Zaid Lean Season
2025_07_04,0,None,Zaid Lean Season
2025_07_05,0,None,Zaid Lean Season
2025_07_06,1,Muharram,Zaid Lean Season
2025_07_07,0,None,Zaid Lean Season
2025_07_08,0,None,Zaid Lean Season
2025_07_09,0,None,Zaid Lean Season
2025_07_10,0,None,Zaid Lean Season
2025_07_11,0,None,Zaid Lean Season
2025_07_12,0,None,Zaid Lean Season
2025_07_13,0,None,Zaid Lean Season
2025_07_14,0,None,Zaid Lean Season
2025_07_15,0,None,Zaid Lean Season
2025_07_16,0,None,Zaid Lean Season
2025_07_17,0,None,Zaid Lean Season
2025_07_18,0,None,Zaid Lean Season
2025_07_19,0,None,Zaid Lean Season
2025_07_20,0,None,Zaid Lean Season
2025_07_21,0,None,Zaid Lean Season
2025_07_22,0,None,Zaid Lean Season
2025_07_23,0,None,Zaid Lean Season
2025_07_24,0,None,Zaid Lean Season
2025_07_25,0,None,Zaid Lean Season
2025_07_26,0,None,Zaid Lean Season
2025_07_27,0,None,Zaid Lean Season
2025_07_28,0,None,Zaid Lean Season
2025_07_29,0,None,Zaid Lean Season
2025_07_30,0,None,Zaid Lean Season
2025_07_31,0,None,Zaid Lean Season
2025_08_01,0,None,Zaid Lean Season
2025_08_02,0,None,Zaid Lean Season
2025_08_03,0,None,Zaid Lean Season
2025_08_04,0,None,Zaid Lean Season
2025_08_05,0,None,Zaid Lean Season
2025_08_06,0,None,Zaid Lean Season
2025_08_07,0,None,Zaid Lean Season
2025_08_08,0,None,Zaid Lean Season
2025_08_09,0,None,Zaid Lean Season
2025_08_10,0,None,Zaid Lean Season
2025_08_11,0,None,Zaid Lean Season
2025_08_12,0,None,Zaid Lean Season
2025_08_13,0,None,Zaid Lean Season
2025_08_14,0,None,Zaid Lean Season
2025_08_15,1,Independence Day,Zaid Lean Season
2025_08_16,1,Janmashtami (Vaishnava),Zaid Lean Season
2025_08_17,0,None,Zaid Lean Season
2025_08_18,0,None,Zaid Lean Season
2025_08_19,0,None,Zaid Lean Season
2025_08_20,0,None,Zaid Lean Season
2025_08_21,0,None,Zaid Lean Season
2025_08_22,0,None,Zaid Lean Season
2025_08_23,0,None,Zaid Lean Season
2025_08_24,0,None,Zaid Lean Season
2025_08_25,0,None,Zaid Lean Season
2025_08_26,0,None,Zaid Lean Season
2025_08_27,0,None,Zaid Lean Season
2025_08_28,0,None,Zaid Lean Season
2025_08_29,0,None,Zaid Lean Season
2025_08_30,0,None,Zaid Lean Season
2025_08_31,0,None,Zaid Lean Season
2025_09_01,1,None,Kharif Harvest
2025_09_02,1,None,Kharif Harvest
2025_09_03,1,None,Kharif Harvest
2025_09_04,1,None,Kharif Harvest
2025_09_05,1,Milad-un-Nabi,Kharif Harvest
2025_09_06,1,None,Kharif Harvest
2025_09_07,1,None,Kharif Harvest
2025_09_08,1,None,Kharif Harvest
2025_09_09,1,None,Kharif Harvest
2025_09_10,1,None,Kharif Harvest
2025_09_11,1,None,Kharif Harvest
2025_09_12,1,None,Kharif Harvest
2025_09_13,1,None,Kharif Harvest
2025_09_14,1,None,Kharif Harvest
2025_09_15,1,None,Kharif Harvest
2025_09_16,1,None,Kharif Harvest
2025_09_17,1,None,Kharif Harvest
2025_09_18,1,None,Kharif Harvest
2025_09_19,1,None,Kharif Harvest
2025_09_20,1,None,Kharif Harvest
2025_09_21,1,None,Kharif Harvest
2025_09_22,1,None,Kharif Harvest
2025_09_23,1,None,Kharif Harvest
2025_09_24,1,None,Kharif Harvest
2025_09_25,1,None,Kharif Harvest
2025_09_26,1,None,Kharif Harvest
2025_09_27,1,None,Kharif Harvest
2025_09_28,1,None,Kharif Harvest
2025_09_29,1,None,Kharif Harvest
2025_09_30,1,None,Kharif Harvest
2025_10_01,1,None,Kharif Harvest
2025_10_02,1,Dussehra; Mahatma Gandhi's Jayanti,Kharif Harvest
2025_10_03,1,None,Kharif Harvest
2025_10_04,1,None,Kharif Harvest
2025_10_05,1,None,Kharif Harvest
2025_10_06,1,None,Kharif Harvest
2025_10_07,1,None,Kharif Harvest
2025_10_08,1,None,Kharif Harvest
2025_10_09,1,None,Kharif Harvest
2025_10_10,1,None,Kharif Harvest
2025_10_11,1,None,Kharif Harvest
2025_10_12,1,None,Kharif Harvest
2025_10_13,1,None,Kharif Harvest
2025_10_14,1,None,Kharif Harvest
2025_10_15,1,None,Kharif Harvest
2025_10_16,1,None,Kharif Harvest
2025_10_17,1,None,Kharif Harvest
2025_10_18,1,None,Kharif Harvest
2025_10_19,1,None,Kharif Harvest
2025_10_20,1,Diwali (Deepavali),Kharif Harvest
2025_10_21,1,None,Kharif Harvest
2025_10_22,1,None,Kharif Harvest
2025_10_23,1,None,Kharif Harvest
2025_10_24,1,None,Kharif Harvest
2025_10_25,1,None,Kharif Harvest
2025_10_26,1,None,Kharif Harvest
2025_10_27,1,None,Kharif Harvest
2025_10_28,1,None,Kharif Harvest
2025_10_29,1,None,Kharif Harvest
2025_10_30,1,None,Kharif Harvest
2025_10_31,1,None,Kharif Harvest
2025_11_01,1,None,Kharif Harvest
2025_11_02,1,None,Kharif Harvest
2025_11_03,1,None,Kharif Harvest
2025_11_04,1,None,Kharif Harvest
2025_11_05,1,Guru Nanak's Jayanti,Kharif Harvest
2025_11_06,1,None,Kharif Harvest
2025_11_07,1,None,Kharif Harvest
2025_11_08,1,None,Kharif Harvest
2025_11_09,1,None,Kharif Harvest
2025_11_10,1,None,Kharif Harvest
2025_11_11,1,None,Kharif Harvest
2025_11_12,1,None,Kharif Harvest
2025_11_13,1,None,Kharif Harvest
2025_11_14,1,None,Kharif Harvest
2025_11_15,1,None,Kharif Harvest
2025_11_16,1,None,Kharif Harvest
2025_11_17,1,None,Kharif Harvest
2025_11_18,1,None,Kharif Harvest
2025_11_19,1,None,Kharif Harvest
2025_11_20,1,None,Kharif Harvest
2025_11_21,1,None,Kharif Harvest
2025_11_22,1,None,Kharif Harvest
2025_11_23,1,None,Kharif Harvest
2025_11_24,1,None,Kharif Harvest
2025_11_25,1,None,Kharif Harvest
2025_11_26,1,None,Kharif Harvest
2025_11_27,1,None,Kharif Harvest
2025_11_28,1,None,Kharif Harvest
2025_11_29,1,None,Kharif Harvest
2025_11_30,1,None,Kharif Harvest
2025_12_01,0,None,Zaid Lean Season
2025_12_02,0,None,Zaid Lean Season
2025_12_03,0,None,Zaid Lean Season
2025_12_04,0,None,Zaid Lean Season
2025_12_05,0,None,Zaid Lean Season
2025_12_06,0,None,Zaid Lean Season
2025_12_07,0,None,Zaid Lean Season
2025_12_08,0,None,Zaid Lean Season
2025_12_09,0,None,Zaid Lean Season
2025_12_10,0,None,Zaid Lean Season
2025_12_11,0,None,Zaid Lean Season
2025_12_12,0,None,Zaid Lean Season
2025_12_13,0,None,Zaid Lean Season
2025_12_14,0,None,Zaid Lean Season
2025_12_15,0,None,Zaid Lean Season
2025_12_16,0,None,Zaid Lean Season
2025_12_17,0,None,Zaid Lean Season
2025_12_18,0,None,Zaid Lean Season
2025_12_19,0,None,Zaid Lean Season
2025_12_20,0,None,Zaid Lean Season
2025_12_21,0,None,Zaid Lean Season
2025_12_22,0,None,Zaid Lean Season
2025_12_23,0,None,Zaid Lean Season
2025_12_24,0,None,Zaid Lean Season
2025_12_25,1,Christmas,Zaid Lean Season
2025_12_26,0,None,Zaid Lean Season
2025_12_27,0,None,Zaid Lean Season
2025_12_28,0,None,Zaid Lean Season
2025_12_29,0,None,Zaid Lean Season
2025_12_30,0,None,Zaid Lean Season
2025_12_31,0,None,Zaid Lean Season
